№ строки	Название объекта	Адрес	Ведомственная принадлежность	Телефон	Официальный сайт	Адрес электронной почты	Округ	Район	Тип объекта
3248	Фитнес клуб "ФИТНЕССТУДИО"	Пятницкое шоссе, дом 6, корпус 1	частная	(495) 753-22-51	fitnesstudio.ru	info@fitnesstudio.ru	СЗАО	Митино	физкультурно-оздоровительные комплексы
3249	фитнес клуб "Энергия"	улица Краснодонская, дом 24, строение 2	Департамент имущества города Москвы	(495) 351-97-33	-	-	ЮВАО	Люблино	спортивные залы
3250	Фитнес клуб “World Gym”	улица Лобненская, дом 4А	частная	(495) 229-84-74	-	-	САО	Дмитровский	физкультурно-оздоровительные комплексы
3251	Фитнес клуб Golds Gym	улица Электрозаводская, дом 27, строение 3	частная	(495) 662-46-53	-	-	ВАО	Преображенское	физкультурно-оздоровительные комплексы
3252	Дворовая площадка	Хибинский проезд, дом 14	Муниципалитет	(499) 182-99-89	-	-	СВАО	Ярославский	открытые ледовые катки на месте спортивных площадок (сезонные)
3253	Дворовая площадка	Хибинский проезд, дом 30, корпус 1	Муниципалитет	(499) 182-99-89	-	-	СВАО	Ярославский	дворовые спортивные площадки
3254	Дворовая площадка	Химкинский бульвар, дом 16, корпус 1	Муниципалитет	(495) 949-75-49	severnoetushino.ru	mst_moskva@mail.ru	СЗАО	Северное Тушино	дворовые спортивные площадки
3255	Дворовая площадка	Хорошевское шоссе, дом 19	Муниципалитет	(495) 928-00-51	moshor.ru	-	САО	Хорошевский	дворовые спортивные площадки
3256	Дворовая площадка	Хорошевское шоссе, дом 5	Муниципалитет	(495) 928-00-51	moshor.ru	-	САО	Хорошевский	дворовые спортивные площадки
3257	Дворовая площадка	Хорошевское шоссе, дом 50, корпус 3	Муниципалитет	(495) 928-00-51	moshor.ru	-	САО	Хорошевский	дворовые спортивные площадки
3258	Дворовая площадка	Хорошевское шоссе, дом 68, корпус 1	Муниципалитет	(495) 928-00-51	moshor.ru	-	САО	Хорошевский	дворовые спортивные площадки
3259	Дворовая площадка	Хорошевское шоссе, дома 41-43	Муниципалитет	(495) 928-00-51	moshor.ru	-	САО	Хорошевский	дворовые спортивные площадки
3260	Дворовая площадка	Челобитьевское шоссе, дом 14, корпус 2	Муниципалитет	(499) 767-66-18	svao.mos.ru	-	СВАО	Северный	дворовые спортивные площадки
3261	Фитнес-клуб GYM  FITNESS STUDIO	улица Фридриха Энгельса, дом 31/35	частная	(495) 500-96-00 (495) 502-60-62 (495) 775-17-44	-	-	ЦАО	Басманный	физкультурно-оздоровительные комплексы
3262	Фитнес-клуб Model 357	улица Новолесная, дом 1/49	частная	(495) 773-57-66 (495) 223-23-67 (495) 250-99-84	-	-	ЦАО	Тверской	спортивные залы
3263	Фитнес-клуб Olympic Star Темп фитнес-студия	улица Большая Татарская, дом 35, строение 4	частная	(495) 788-51-51 (495) 785-95-42	-	-	ЦАО	Замоскворечье	спортивные залы
3264	Фитнес-клуб Orange Fitness	Конный переулок, дом 4	частная	(495) 502-91-91	orangefit.ru	-	ЦАО	Замоскворечье	физкультурно-оздоровительные комплексы
3265	Фитнес-клуб SWIM	Столярный переулок, дом 3, корпус 2	частная	(499) 795-34-59 (499) 220-27-67	-	-	ЦАО	Пресненский	физкультурно-оздоровительные комплексы
3266	Фитнес-клуб WORLD CLASS	1-й Красногвардейский проезд, дом 9	частная	(495) 730-23-23	worldclass.ru	-	ЦАО	Пресненский	бассейны плавательные
3267	Дворовая площадка	Юрловский проезд, дом 25	Муниципалитет	(499) 904-34-47	m-otradnoe.ru	mosportotr@mail.ru	СВАО	Отрадное	дворовые спортивные площадки
