0_Номер строки;1_Номер маршрута;1_Наименование маршрута;1_Трасса следования маршрута;1_Количество ТС;1_Интервальность движения (минимум);1_Интервальность движения (максимум);1_Протяженность;1_Тип ТС;1_Режим работы, рабочие/выходные, начало;1_Режим работы, рабочие/выходные, окончание;1_Наименование перевозчика;0_Координаты Х;0_Координаты Y;0_Состояние подписи
590;Б/Н;Москва (м.Строгино) - г.Красногорск (Церковь Успения Богородицы);Строгино-прям. напр. :,Строгинский бульвар,улица Кулакова,Мякининский проезд,МКАД, 68-й километр,Волоколамское шоссе,Пятницкое шоссе,Дубравная улица,улица Генерала Белобородоваобр. напр. ::;8;Не регламентируется;Не регламентируется;16,7;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 22";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 22";ИП КОРНИЛОВ О.Л.;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
646;Б/Н;г.Люберцы (ул.Гоголя)- Москва(м.Выхино);Выхино-прям. напр. :обр. напр. ::;10;Не регламентируется;Не регламентируется;9,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
647;Б/Н;г.Люберцы (ул.Гоголя)- Москва (м.Черкизовская);Черкизовская-прям. напр. :обр. напр. ::;10;Не регламентируется;Не регламентируется;25,5;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
648;Б/Н;г.Люберцы (мкр.Красная горка)-Москва(м.Выхино);Выхино-прям. напр. :обр. напр. ::;10;Не регламентируется;Не регламентируется;8,4;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
649;Б/Н;г.Люберцы (мкр. Красная горка)- Москва (м.Черкизовская);Черкизовская-прям. напр. :обр. напр. ::;10;Не регламентируется;Не регламентируется;23,9;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
650;Б/Н;"932 г.Балашиха (ТК Сирень Балашихи"")- Москва (Комсомольская площадь)""";Комсомольская (кольцевая)-прям. напр. :обр. напр. ::;18;Не регламентируется;Не регламентируется;21,1;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 216";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 216";ООО МАРШРУТТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
651;Б/Н;"г.Балашиха (ТК Сирень Балашихи"")- Москва (м.Выхино)""";Выхино-прям. напр. :,Вешняковская улица,Свободный проспект,Саянская улица,улица Сталеваров,шоссе Энтузиастовобр. напр. ::;10;Не регламентируется;Не регламентируется;10,7;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
659;Б/Н;г.Красногорск (м/р Павшинская Пойма)-Москва (Тушинская);Тушинская-прям. напр. :,Волоколамское шоссеобр. напр. ::;10;Не регламентируется;Не регламентируется;6,1;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО ЭКСПРЕССАВТОТУР;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
660;Б/Н;г.Красногорск (м/р Павшинская Пойма)-Москва (Тушинская);Тушинская-прям. напр. :,Волоколамское шоссеобр. напр. ::;10;Не регламентируется;Не регламентируется;6,4;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО МАРШРУТТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
65;209;Красногорск (м/р Южный) – Москва (м. Тушинская);Тушинская-прям. напр. :,Волоколамское шоссеобр. напр. ::;7;Не регламентируется;Не регламентируется;9;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 140";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 140";ООО КРАСНОГОРСК-АВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
70;25;ст. Мытищи – ст. Лобня;-прям. напр. :,МКАД, 82-й километр,МКАД, 94-й километробр. напр. ::;3;Не регламентируется;Не регламентируется;32,9;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 26";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 26";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
104;323;Москва-Астрахань;Красногвардейская-прям. напр. :,Ореховый бульвар,Ясеневая улица,Каширское шоссе,МКАД, 27-й километробр. напр. ::;2;Не регламентируется;Не регламентируется;1440;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; приб. .10:30отпр.23:00";"день нед.: 1,2,3,4,5,6,7; приб. .10:30отпр.23:00";ОАО 8-Й ТАКСОМОТОРНЫЙ ПАРК;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
109;333;"Мытищи (ТЦ XL"") - Москва (ст.м.ВДНХ)""";ВДНХ-прям. напр. :,проспект Мира,Ярославское шоссеобр. напр. ::;12;Не регламентируется;Не регламентируется;10,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 144";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 144";ООО ТРАНСАВТОСЕРВИС-М;;;Запись подписана 15:59:08 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
173;399;Электросталь (Вокзал) – Москва (м. Партизанская);Партизанская-прям. напр. :,шоссе Энтузиастов,Главная аллея,Измайловское шоссеобр. напр. ::;14;Не регламентируется;Не регламентируется;54,6;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 74";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 74";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
178;404;ст.Барыбино-Москва(м.Домодедовская);Домодедовская-прям. напр. :,улица Генерала Белова,Ясеневая улица,Каширское шоссеобр. напр. ::;6;Не регламентируется;Не регламентируется;48,3;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 36";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 36";ООО РАНД-ТРАНС;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
